funding_total_usd,country_code,city,funding_rounds
5000000.0,NorthAm,Jersey City,1.0
30000000.0,NorthAm,Maynard,1.0
19900000.0,NorthAm,Fremont,2.0
2600000.0,NorthAm,Media,1.0
2524025.0,EU,Helsinki,1.0
18500000.0,AS,Hyderabad,3.0
21800000.0,NorthAm,Campbell,3.0
4499250.0,NorthAm,Pittsburgh,1.0
35000000.0,NorthAm,Brea,1.0
1000000.0,EU,Moscow,1.0
37000000.0,NorthAm,San Francisco,5.0
70000.0,EU,Barcelona,1.0
600000.0,NorthAm,Nashville,1.0
170000.0,NorthAm,Nashville,1.0
7200000.0,NorthAm,San Francisco,3.0
3800000.0,NorthAm,Herndon,1.0
20000.0,NorthAm,Providence,1.0
55509987.0,NorthAm,Crestwood,4.0
3853000.0,NorthAm,Minneapolis,2.0
3950000.0,Other,Vienna,1.0
100000.0,NorthAm,Portland,1.0
15196305.0,NorthAm,Burlingame,5.0
46420307.0,NorthAm,Vista,4.0
375000.0,NorthAm,Sterling,1.0
5439942.0,NorthAm,San Antonio,2.0
440000.0,NorthAm,Raleigh,1.0
30000000.0,EU,Bristol,1.0
160279779.0,NorthAm,Milpitas,15.0
22720522.0,NorthAm,Charlottesville,2.0
16000000.0,NorthAm,Phoenix,1.0
24661724.0,NorthAm,Seattle,4.0
2763899.0,NorthAm,Indianapolis,3.0
20000000.0,NorthAm,Burlingame,1.0
1840000.0,AS,Singapore,1.0
550200.0,NorthAm,Fayetteville,1.0
2400000.0,NorthAm,Woburn,1.0
8600000.0,NorthAm,Palo Alto,4.0
17200000.0,NorthAm,Sterling,2.0
40000.0,NorthAm,Brooklyn,1.0
8550000.0,NorthAm,San Francisco,3.0
11280162.0,EU,Stockholm,5.0
23522.0,SouthAm,Buenos Aires,1.0
5000000.0,AS,Beijing,2.0
43500000.0,NorthAm,Menlo Park,4.0
173000000.0,NorthAm,Palo Alto,7.0
650000.0,NorthAm,Seattle,2.0
100000.0,EU,Ancona,1.0
8263276.0,NorthAm,Warwick,2.0
2900000.0,NorthAm,Washington,2.0
4580000.0,NorthAm,Redwood City,1.0
13456610.0,EU,Bristol,1.0
3075000.0,NorthAm,Raleigh,1.0
5200000.0,NorthAm,San Jose,1.0
1160000.0,EU,Madrid,1.0
22579243.0,NorthAm,Boca Raton,8.0
270000.0,NorthAm,Los Angeles,1.0
3350000.0,NorthAm,Fresno,3.0
17200000.0,AS,Mumbai,2.0
60100000.0,NorthAm,Saint Paul,4.0
5099000.0,NorthAm,Redwood City,1.0
500000.0,NorthAm,Cambridge,1.0
2155050.0,NorthAm,Portland,3.0
9700000.0,NorthAm,Allentown,1.0
70000.0,NorthAm,American Falls,3.0
10000000.0,EU,Heidelberg,1.0
996550.0,NorthAm,Centennial,1.0
3000000.0,NorthAm,Oldsmar,1.0
50000000.0,NorthAm,New York,1.0
267827392.0,NorthAm,Austin,8.0
140000.0,NorthAm,Memphis,1.0
14155000.0,NorthAm,Glendale,3.0
5682737.0,NorthAm,Greenwich,4.0
15000000.0,SouthAm,São Paulo,1.0
22300000.0,Other,Petah Tiqva,3.0
31000000.0,NorthAm,New York,3.0
20000.0,NorthAm,Greenville,1.0
375000.0,NorthAm,Louisville,2.0
800000.0,NorthAm,San Francisco,4.0
94000000.0,NorthAm,San Francisco,5.0
1195000.0,NorthAm,San Francisco,3.0
3000000.0,NorthAm,San Francisco,3.0
1059500.0,NorthAm,Indianapolis,2.0
331000.0,AS,Tokyo,1.0
964997.0,NorthAm,Phoenix,3.0
746000.0,NorthAm,La Jolla,3.0
1750000.0,NorthAm,Reston,2.0
1700000.0,EU,Manchester,1.0
1200000.0,NorthAm,New York,2.0
300000.0,NorthAm,San Jose,1.0
270820.0,EU,Valencia,1.0
1815000.0,NorthAm,Chicago,3.0
429032.0,NorthAm,Alpharetta,1.0
6000000.0,NorthAm,Reston,1.0
1299787.0,NorthAm,Kirkland,3.0
9600000.0,NorthAm,Seattle,2.0
2525563.0,NorthAm,Palo Alto,5.0
380000.0,NorthAm,San Antonio,3.0
600000.0,NorthAm,San Francisco,2.0
22500000.0,NorthAm,New York,4.0
350000.0,NorthAm,Milpitas,1.0
6500000.0,NorthAm,New York,1.0
1500000.0,AS,Leonards Hill,1.0
7400000.0,NorthAm,Lebanon,2.0
87900000.0,NorthAm,Mountain View,9.0
4000000.0,NorthAm,San Francisco,1.0
750000.0,AS,Beijing,1.0
7500000.0,NorthAm,Santa Clara,1.0
1100000.0,NorthAm,Albuquerque,1.0
10000000.0,AS,Shanghai,1.0
22623720.0,NorthAm,Austin,5.0
11600000.0,NorthAm,Des Moines,4.0
1200000.0,NorthAm,Cambridge,1.0
250000.0,NorthAm,Chicago,1.0
245750000.0,NorthAm,San Francisco,6.0
5265646.0,AS,Seoul,2.0
14000000.0,NorthAm,New York,3.0
1500000.0,AS,Bangalore,1.0
364500000.0,NorthAm,San Francisco,7.0
9400000.0,EU,London,2.0
7267800.0,EU,Kista,1.0
161947.0,EU,Cagliari,3.0
564682.0,EU,Helsinki,1.0
1000000.0,NorthAm,Sunnyvale,1.0
1800000.0,AS,Hong Kong,2.0
550000.0,NorthAm,Scranton,2.0
20000.0,Other,Johannesburg,1.0
2916745.0,NorthAm,Santa Clara,2.0
20000000.0,AS,Hong Kong,1.0
60000.0,EU,Novosibirsk,1.0
39400000.0,NorthAm,Boston,6.0
500000.0,EU,London,2.0
120000.0,NorthAm,Seattle,3.0
40000.0,NorthAm,Kenansville,1.0
65000.0,NorthAm,New York,1.0
125000.0,NorthAm,New City,2.0
20025000.0,NorthAm,New York,6.0
4100000.0,NorthAm,Rockville,1.0
30000000.0,NorthAm,Goleta,2.0
25000.0,EU,Moscow,2.0
8300000.0,NorthAm,Atlanta,1.0
2200000.0,Other,Tel Aviv,3.0
7000000.0,NorthAm,San Jose,1.0
15000.0,Other,Kampala,1.0
3180000.0,EU,Gothenburg,1.0
15000.0,NorthAm,Toronto,1.0
13500000.0,EU,Paris,1.0
3500000.0,NorthAm,San Francisco,2.0
345000.0,NorthAm,Seattle,1.0
1800000.0,NorthAm,Toronto,1.0
44250000.0,NorthAm,Durham,8.0
47499994.0,NorthAm,Reston,2.0
1080000.0,NorthAm,Severna Park,2.0
29000000.0,Other,Taipei,2.0
318627.0,NorthAm,Montréal,1.0
15500000.0,NorthAm,New York,2.0
1231629.0,EU,Aalst,2.0
600000.0,NorthAm,San Diego,2.0
1200000.0,NorthAm,San Mateo,1.0
5600000.0,NorthAm,New York,3.0
2300000.0,NorthAm,Boston,1.0
2250000.0,EU,Nottingham,4.0
6000000.0,AS,Singapore,1.0
200000.0,NorthAm,San Francisco,1.0
12000000.0,NorthAm,Burlington,1.0
111700000.0,NorthAm,San Francisco,5.0
47697751.0,NorthAm,St Louis,7.0
500000.0,NorthAm,Santa Clara,1.0
6034050.0,EU,Malmö,1.0
715000.0,NorthAm,San Francisco,3.0
19900.0,AS,Singapore,2.0
10000000.0,AS,Hyderabad,1.0
1100000.0,EU,Göteborg,1.0
401500.0,Other,Ra'anana,3.0
2206000.0,NorthAm,Cincinnati,4.0
80800000.0,NorthAm,Framingham,6.0
802366.0,EU,London,1.0
250000.0,NorthAm,Cupertino,1.0
150000.0,NorthAm,New York,1.0
100000.0,NorthAm,Ballwin,1.0
947032.0,EU,London,1.0
5600000.0,AS,New Delhi,2.0
50000.0,NorthAm,Los Angeles,1.0
37770000.0,NorthAm,San Francisco,3.0
14000000.0,NorthAm,Fremont,1.0
1000000.0,Other,Netanya,2.0
10500000.0,Other,Tel Aviv,5.0
549964.0,AS,Delhi,1.0
1000000.0,EU,Binton,1.0
18000.0,NorthAm,Broomfield,1.0
17000000.0,NorthAm,New York,2.0
8250080.0,NorthAm,Santa Fe Springs,2.0
505200.0,NorthAm,Winchester,1.0
250000.0,NorthAm,Draper,1.0
2142961.0,NorthAm,Santa Barbara,5.0
200000.0,NorthAm,Windber,1.0
50000000.0,NorthAm,New York,1.0
25838556.0,NorthAm,Stony Brook,8.0
78050000.0,NorthAm,Alachua,5.0
30300000.0,NorthAm,San Francisco,3.0
4000000.0,Other,Haifa,1.0
1358979.0,NorthAm,Pittsburgh,3.0
10750000.0,NorthAm,San Jose,2.0
12500000.0,NorthAm,New York,2.0
1000000.0,NorthAm,New York,1.0
370356.0,NorthAm,Edmonton,2.0
750003.0,NorthAm,Rensselaer Falls,1.0
45319939.0,NorthAm,Sugar Land,3.0
154000000.0,NorthAm,Arlington,2.0
72999993.0,NorthAm,San Diego,3.0
49770145.0,NorthAm,Santa Clara,5.0
161211.161544331,EU,Rome,1.0
40000000.0,AS,Delhi,1.0
4520763.0,NorthAm,Menlo Park,2.0
5935201.0,NorthAm,Herndon,2.0
6000000.0,EU,Helsinki,2.0
20000000.0,EU,Berlin,1.0
2460000.0,EU,Passau,1.0
4000000.0,NorthAm,Chicago,1.0
2500000.0,Other,Tel Aviv,1.0
63000.0,NorthAm,Columbus,1.0
462166.194963709,EU,Helsinki,1.0
160000.0,Other,Amman,1.0
7000000.0,NorthAm,New York,1.0
4020000.0,NorthAm,San Francisco,2.0
34330.0,EU,London,1.0
100000.0,NorthAm,Dedham,1.0
125000.0,NorthAm,New York,1.0
98000.0,NorthAm,Manchester,2.0
90000.0,NorthAm,Santa Monica,1.0
15200000.0,NorthAm,San Francisco,1.0
1000000.0,AS,Singapore,1.0
3000000.0,NorthAm,San Francisco,2.0
9402703.0,NorthAm,Poughkeepsie,3.0
55799998.0,NorthAm,Boston,5.0
288171856.0,NorthAm,New York,8.0
11700000.0,NorthAm,Santa Clara,3.0
50000.0,NorthAm,Saint Louis,1.0
3460000.0,NorthAm,San Francisco,3.0
265509.0,EU,Edinburgh,1.0
800000.0,NorthAm,Atlanta,1.0
360000.0,AS,Brisbane,2.0
2569000.0,NorthAm,Chicago,2.0
1500000.0,NorthAm,Redwood City,1.0
8700000.0,NorthAm,San Francisco,3.0
50000.0,NorthAm,Austin,2.0
1800000.0,Other,Tel Aviv,2.0
55000.0,NorthAm,Northridge,1.0
700000.0,NorthAm,San Francisco,1.0
800000.0,NorthAm,Sunnyvale,1.0
56000000.0,NorthAm,Troy,4.0
1500000.0,NorthAm,Wyndmere,2.0
31500000.0,NorthAm,Mountain View,4.0
11000000.0,NorthAm,Louisville,2.0
25000000.0,NorthAm,Santa Clara,2.0
364742.0,EU,Stockholm,2.0
750000.0,Other,Haifa,1.0
63000000.0,NorthAm,Reston,9.0
2400000.0,Other,Jakarta,1.0
40000.0,NorthAm,Red Bank,1.0
690000.0,EU,Moscow,3.0
200000.0,EU,Tours-en-vimeu,1.0
500000.0,NorthAm,Tampa,1.0
3455250.0,EU,Catania,3.0
40000.0,NorthAm,New York,2.0
7000000.0,NorthAm,Freedom,2.0
500000.0,Other,Sarpsborg,1.0
20900000.0,AS,Mumbai,2.0
3000000.0,Other,Tel Aviv,2.0
118000.0,NorthAm,Cambridge,1.0
70978783.0,NorthAm,New York,2.0
8699999.0,EU,Paris,4.0
27100000.0,Other,Herzliya,3.0
4566668.0,NorthAm,Chandler,4.0
250000.0,EU,Ghent,2.0
783603.0,EU,Glasgow,2.0
32090.0,EU,London,1.0
2015000.0,NorthAm,Seattle,3.0
28000.0,NorthAm,San Francisco,1.0
1925000.0,NorthAm,Oakland,1.0
30000.0,NorthAm,San Diego,1.0
329500.0,EU,Göteborg,1.0
13329915.0,NorthAm,New York,4.0
1500000.0,NorthAm,San Juan Capistrano,2.0
1155000.0,NorthAm,San Francisco,2.0
200000.0,AS,Pune,1.0
10671168.0,NorthAm,Reston,5.0
615000.0,NorthAm,Sutter,1.0
250000.0,NorthAm,Little Rock,1.0
6515000.0,NorthAm,Seattle,4.0
30240000.0,NorthAm,Palo Alto,3.0
1700000.0,NorthAm,San Francisco,3.0
800000.0,NorthAm,Denver,1.0
6250000.0,NorthAm,San Francisco,1.0
618000.0,NorthAm,Portland,2.0
282355.0,NorthAm,England,2.0
6100000.0,NorthAm,Menlo Park,4.0
136000000.0,NorthAm,Bellevue,7.0
1350000.0,NorthAm,Austin,3.0
1767000.0,NorthAm,Boston,8.0
23660962.0,NorthAm,Richardson,2.0
500000.0,NorthAm,San Francisco,1.0
500000.0,EU,Brussels,3.0
2261000.0,NorthAm,Redmond,3.0
6250000.0,NorthAm,San Francisco,2.0
4500000.0,NorthAm,San Jose,2.0
2000000.0,NorthAm,Atlanta,1.0
165000.0,NorthAm,Charlotte,2.0
54659.2597402597,NorthAm,Montréal,2.0
1400000.0,Other,Tel Aviv,1.0
225000.0,NorthAm,Aventura,1.0
10000.0,NorthAm,Walnut,1.0
2725000.0,NorthAm,New York,5.0
500000.0,AS,Hong Kong,2.0
100000.0,NorthAm,Sunnyvale,1.0
3000000.0,NorthAm,Andover,1.0
54857.2431675304,Other,Sofia,1.0
8776639.0,NorthAm,Upper Saddle River,1.0
30000000.0,NorthAm,Jacksonville,1.0
93423231.0,NorthAm,Langhorne,8.0
462157.0,EU,Madrid,1.0
500000.0,NorthAm,New York,1.0
15000000.0,NorthAm,Dulles,1.0
700000.0,NorthAm,Burlington,1.0
1950000.0,NorthAm,San Francisco,3.0
75709.0,NorthAm,Toronto,1.0
6800000.0,NorthAm,Carrollton,1.0
14500000.0,NorthAm,Indianapolis,1.0
43901134.0,NorthAm,Concord,7.0
16100000.0,NorthAm,Long Beach,2.0
33000000.0,NorthAm,Washington,3.0
20159162.0,NorthAm,Scottsdale,2.0
20000.0,NorthAm,Brunswick,1.0
1875000.0,NorthAm,Mountain View,1.0
607638.0,EU,Herlev,1.0
400000.0,NorthAm,Minneapolis,1.0
22800000.0,NorthAm,San Francisco,4.0
1000000.0,NorthAm,Houston,2.0
1117139.0,NorthAm,St Louis,4.0
1200000.0,NorthAm,New York,1.0
11200000.0,EU,Cirencester,1.0
54000000.0,NorthAm,Burlingame,2.0
4576452.80863892,EU,London,2.0
40000.0,AS,Hong Kong,1.0
41250.0,EU,Cambridge,1.0
170466.0,NorthAm,Bridgewater,1.0
3000000.0,NorthAm,Austin,1.0
13292327.0,NorthAm,San Mateo,2.0
23000000.0,NorthAm,Falls Church,1.0
5000000.0,NorthAm,Herndon,1.0
56300000.0,NorthAm,Carlsbad,4.0
120000.0,NorthAm,San Francisco,2.0
1200000.0,NorthAm,Atlanta,2.0
2750000.0,NorthAm,Champaign,1.0
1000000.0,NorthAm,North Miami Beach,2.0
5660000.0,NorthAm,Reston,1.0
10375000.0,NorthAm,Denver,3.0
909161.0,Other,Lisboa,1.0
186000000.0,NorthAm,San Mateo,3.0
4600000.0,NorthAm,San Francisco,2.0
40000000.0,NorthAm,Sunnyvale,2.0
359742.0,NorthAm,Overland Park,1.0
116000000.0,AS,Beijing,2.0
400000.0,AS,Singapore,1.0
14000000.0,EU,Amsterdam,1.0
36100000.0,NorthAm,San Jose,1.0
45259000.0,NorthAm,Provo,1.0
28612936.0,NorthAm,Herndon,3.0
850000.0,NorthAm,Sunnyvale,1.0
100000.0,NorthAm,Albuquerque,1.0
40000.0,NorthAm,Potter Valley,1.0
3000000.0,NorthAm,Calgary,1.0
785000.0,NorthAm,New York,1.0
8899100.0,EU,Flins-sur-seine,1.0
735000.0,NorthAm,Tewksbury,1.0
13000000.0,NorthAm,Maynard,2.0
150000.0,NorthAm,Los Gatos,1.0
1770000.0,EU,Montpellier,1.0
20000000.0,NorthAm,Los Angeles,2.0
13000000.0,NorthAm,San Diego,1.0
28306478.0,EU,Edinburgh,2.0
4270000.0,EU,Madrid,1.0
3907466.0,NorthAm,Madison,4.0
190624633.0,NorthAm,Milpitas,8.0
6760000.0,EU,Lyngby,1.0
29567009.0,EU,Le Perreux-sur-marne,2.0
327260.0,NorthAm,Chicago,1.0
2200000.0,Other,Netanya,1.0
8180000.0,AS,Adelaide,3.0
30000000.0,NorthAm,Tampa,1.0
329982.0,NorthAm,New York,1.0
3712304.0,NorthAm,Bothell,1.0
200000.0,NorthAm,Colorado Springs,1.0
20000000.0,NorthAm,Sunnyvale,1.0
99600000.0,NorthAm,Irvine,4.0
7472500.0,NorthAm,Washington,6.0
11591907.0,NorthAm,Palo Alto,1.0
680000.0,NorthAm,Cambridge,1.0
74119365.0,NorthAm,Vancouver,7.0
150910788.0,NorthAm,Pittsburgh,5.0
16000000.0,NorthAm,Boston,2.0
8100000.0,Other,Herzliya,2.0
486905.0,NorthAm,Fredericton,1.0
145000.0,Other,6 October City,1.0
165000.0,NorthAm,Tucson,1.0
616666.0,NorthAm,New York,1.0
4108777.0,NorthAm,Hayward,1.0
55000000.0,EU,Frankfurt,1.0
2500000.0,NorthAm,Redwood City,1.0
122000000.0,NorthAm,San Diego,4.0
25000000.0,NorthAm,Palo Alto,1.0
4000000.0,NorthAm,Tarrytown,1.0
13876040.0,EU,Arcueil,1.0
2094063.0,EU,Cologne,1.0
16190000.0,EU,Dublin,2.0
500000.0,SouthAm,Santiago,1.0
21401781.0,EU,Solothurn,5.0
76750000.0,NorthAm,Kansas City,4.0
11796300.0,NorthAm,Naples,1.0
39868500.0,NorthAm,San Francisco,4.0
1060000.0,NorthAm,New York,1.0
45000.0,NorthAm,Quincy,1.0
34800000.0,NorthAm,Atlanta,1.0
2648258.0,NorthAm,Ann Arbor,3.0
300000.0,NorthAm,Bloomfield Hills,2.0
20000000.0,NorthAm,Irvine,1.0
1835140.0,NorthAm,Ann Arbor,1.0
9737605.0,NorthAm,Ann Arbor,3.0
8750000.0,NorthAm,Ann Arbor,1.0
3429917.0,NorthAm,Raleigh,2.0
150000.0,NorthAm,Phoenix,1.0
7100000.0,NorthAm,Georgia,2.0
666953.0,NorthAm,Vancouver,7.0
3000000.0,NorthAm,Durham,2.0
91850846.0,NorthAm,Westminster,9.0
64860.0,AS,Melbourne,1.0
101000000.0,NorthAm,Davis,5.0
11500000.0,NorthAm,San Mateo,1.0
200000.0,NorthAm,Fredericton,1.0
1500000.0,NorthAm,Washington,2.0
13000000.0,NorthAm,Burlington,2.0
90000000.0,NorthAm,Elk River,1.0
70000.0,NorthAm,Houston,1.0
500000.0,NorthAm,Indianapolis,1.0
540000.0,NorthAm,Raleigh,4.0
390000.0,NorthAm,Groton,3.0
28000.0,NorthAm,Sunnyvale,1.0
135000.0,NorthAm,Cambridge,2.0
5000000.0,NorthAm,Stamford,1.0
100000.0,NorthAm,Houston,1.0
560519.0,NorthAm,Toronto,3.0
2500000.0,NorthAm,St Louis,1.0
15000000.0,NorthAm,San Francisco,2.0
7045397.0,NorthAm,Natick,5.0
101750000.0,NorthAm,San Francisco,2.0
2700000.0,NorthAm,Sarasota,1.0
3535000.0,NorthAm,New York,1.0
10000.0,NorthAm,Las Vegas,2.0
2300000.0,EU,Zurich,3.0
99000000.0,EU,Reading,1.0
125000000.0,NorthAm,Chicago,7.0
135000.0,NorthAm,Cambridge,1.0
3508711.0,NorthAm,New York,3.0
111540.0,EU,Paris,1.0
12000000.0,NorthAm,Waltham,1.0
18000000.0,NorthAm,Culver City,1.0
12500000.0,NorthAm,Fairfield,2.0
297000.0,NorthAm,San Francisco,2.0
2883196.0,NorthAm,Minnetonka,1.0
1155981.0,NorthAm,Durham,4.0
4500000.0,NorthAm,Milpitas,1.0
28000000.0,NorthAm,Redmond,2.0
328000.0,Other,Faro,1.0
2500000.0,NorthAm,Brookline,1.0
173628.0,EU,Barcelona,1.0
1000000.0,NorthAm,Eugene,1.0
17000000.0,NorthAm,Baltimore,5.0
750000.0,NorthAm,Austin,2.0
3000000.0,NorthAm,Bossier City,1.0
500000.0,Other,Petah Tiqva,1.0
62000000.0,NorthAm,Sunnyvale,4.0
34060000.0,EU,Barcelona,1.0
3672448.0,NorthAm,Morrison,1.0
26914000.0,NorthAm,Palo Alto,3.0
20000000.0,NorthAm,Fremont,1.0
1567000.0,AS,Tokyo,3.0
3496500.0,EU,Turku,1.0
393669.0,NorthAm,Ottawa,1.0
28952603.0,NorthAm,Cambridge,2.0
5294000.0,Other,Tiller,2.0
27250000.0,NorthAm,Kitchener,2.0
35000.0,NorthAm,Phoenix,1.0
162000.0,NorthAm,San Francisco,3.0
6300000.0,NorthAm,San Diego,2.0
400000.0,NorthAm,Boston,1.0
8000000.0,NorthAm,Campbell,1.0
3440000.0,NorthAm,Pleasanton,2.0
600000.0,Other,Larnaca,1.0
14000000.0,NorthAm,Lexington,1.0
112785321.0,NorthAm,Fremont,3.0
40000.0,NorthAm,New York,1.0
12500000.0,Other,Bangkok,2.0
10080000.0,EU,Paris,1.0
64080000.0,NorthAm,Mountain View,3.0
1875000.0,NorthAm,San Francisco,1.0
2900150.0,NorthAm,Ardmore,1.0
1955000.0,NorthAm,San Francisco,2.0
100000.0,NorthAm,Saint Paul,1.0
6809333.0,NorthAm,Detroit,4.0
25500000.0,NorthAm,Redwood City,3.0
900000.0,NorthAm,Issaquah,2.0
5500000.0,NorthAm,Seattle,1.0
435000.0,NorthAm,Seattle,1.0
80000000.0,NorthAm,Glendale,1.0
896785.0,NorthAm,San Francisco,2.0
955000.0,NorthAm,Houston,2.0
220260000.0,NorthAm,San Diego,3.0
47952301.0,NorthAm,Foster City,7.0
20000.0,NorthAm,Cincinnati,1.0
310000.0,EU,London,1.0
37000000.0,NorthAm,Atlanta,1.0
20000000.0,NorthAm,Fremont,1.0
230000.0,NorthAm,New York,1.0
35000000.0,NorthAm,Hayward,1.0
150000.0,NorthAm,Queensbury,1.0
611076.0,NorthAm,Austin,1.0
63643889.0,EU,Rotterdam,4.0
25000000.0,NorthAm,Redwood City,1.0
1525000.0,NorthAm,Palo Alto,1.0
178540.0,NorthAm,Chicago,1.0
2323000.0,NorthAm,Chicago,1.0
15800000.0,NorthAm,Durham,1.0
80050000.0,NorthAm,Chicago,4.0
500000.0,NorthAm,Boston,1.0
1960000.0,NorthAm,Minneapolis,3.0
128352074.0,NorthAm,Durham,7.0
30000000.0,Other,Tel Aviv,2.0
200000.0,NorthAm,Los Gatos,1.0
8791580.0,EU,Antwerp,5.0
1565000.0,NorthAm,Durham,2.0
20995129.0,NorthAm,San Mateo,7.0
10450000.0,NorthAm,San Antonio,1.0
2000000.0,NorthAm,Beverly Hills,1.0
4800000.0,NorthAm,Milwaukee,1.0
350000.0,NorthAm,Cleveland,1.0
5500000.0,NorthAm,Menlo Park,1.0
1750000.0,NorthAm,Mountain View,1.0
13600000.0,NorthAm,Mountain View,1.0
9050000.0,EU,Chippenham,3.0
4650000.0,NorthAm,San Francisco,2.0
82300500.0,NorthAm,San Francisco,4.0
100000.0,NorthAm,Rockville,1.0
1670000.0,EU,Rennes,1.0
15000.0,NorthAm,Chattanooga,1.0
2300000.0,EU,Paris,1.0
64700000.0,NorthAm,Redwood City,2.0
1632595.0,EU,Edinburgh,2.0
3500000.0,NorthAm,San Jose,1.0
1100000.0,NorthAm,Wa Keeney,1.0
2860000.0,NorthAm,Palm Beach Gardens,5.0
9513175.0,EU,Newbury,3.0
5000000.0,NorthAm,North Billerica,1.0
54000000.0,AS,Andheri,2.0
400000.0,EU,Renens,1.0
73000.0,NorthAm,Seattle,1.0
30350000.0,NorthAm,San Jose,3.0
3100000.0,EU,Cambridge,1.0
67500000.0,NorthAm,San Jose,3.0
10000000.0,NorthAm,Boston,1.0
7100000.0,NorthAm,Cleveland,2.0
200000.0,NorthAm,Broomfield,1.0
1500000.0,NorthAm,Rochester,1.0
4000000.0,NorthAm,La Jolla,1.0
30000000.0,NorthAm,New York,1.0
5875000.0,NorthAm,Memphis,2.0
3380000.0,EU,Hasselt,1.0
181860000.0,NorthAm,Foothill Ranch,7.0
2450000.0,NorthAm,New York,2.0
622000.0,NorthAm,Redwood City,1.0
23500000.0,NorthAm,Toronto,2.0
36000000.0,NorthAm,Seattle,1.0
30000.0,NorthAm,Phoenix,1.0
845075.0,NorthAm,Scottsdale,2.0
1000000.0,NorthAm,Tempe,1.0
10000.0,NorthAm,Los Angeles,1.0
690000.0,NorthAm,Washington,1.0
4450000.0,NorthAm,San Francisco,2.0
7964826.0,NorthAm,New York,2.0
5025000.0,NorthAm,New York,2.0
900000.0,NorthAm,Newark,2.0
1800000.0,NorthAm,Aliso Viejo,1.0
3500000.0,NorthAm,Little Rock,1.0
35000.0,NorthAm,Little Rock,1.0
1250000.0,NorthAm,North Little Rock,2.0
3000000.0,NorthAm,Little Rock,1.0
600000.0,NorthAm,Rogers,1.0
1000000.0,NorthAm,Phoenix,1.0
7000000.0,NorthAm,Carlsbad,2.0
300000.0,NorthAm,Marlton,1.0
62101270.0,EU,Cambridge,5.0
1461360.0,EU,Roma,1.0
22000000.0,NorthAm,Mountain View,2.0
12500000.0,NorthAm,Mountain View,1.0
4662037.0,EU,London,3.0
4076321.0,NorthAm,Dallas,2.0
54493.0,NorthAm,Ottawa,2.0
3000000.0,AS,Shenzhen,1.0
2900000.0,EU,Zürich,1.0
50000.0,NorthAm,Elgin,1.0
25492899.0,NorthAm,Santa Monica,2.0
1000000.0,NorthAm,South San Francisco,1.0
411981.0,NorthAm,Vista,1.0
1347000.0,NorthAm,Scottsdale,2.0
31300000.0,NorthAm,Menlo Park,2.0
1000000.0,NorthAm,Tarrytown,1.0
50000000.0,NorthAm,Redwood City,2.0
60100000.0,NorthAm,Richardson,6.0
2000000.0,NorthAm,Santa Clara,1.0
955000.0,NorthAm,San Francisco,2.0
283500.0,NorthAm,Springfield,1.0
600000.0,NorthAm,Baltimore,1.0
350000.0,NorthAm,San Antonio,1.0
5587582.0,NorthAm,Kalamazoo,5.0
940000000.0,NorthAm,Dallas,3.0
200000.0,EU,Yekaterinburg,1.0
46000000.0,NorthAm,Parsippany,2.0
3500000.0,AS,Kolkata,1.0
1000000.0,NorthAm,Palo Alto,1.0
2500000.0,Other,Porto,1.0
90000.0,NorthAm,San Francisco,4.0
280000.0,NorthAm,Chicago,1.0
275000.0,NorthAm,West Babylon,1.0
2500000.0,NorthAm,Chatsworth,1.0
8548578.0,NorthAm,Apple Valley,1.0
195000.0,NorthAm,Austin,1.0
15564591.0,NorthAm,Washington,3.0
3900000.0,NorthAm,Sudbury,2.0
110000000.0,AS,Beijing,3.0
4242704.0,EU,Edinburgh,1.0
85000000.0,NorthAm,Boulder,1.0
13425000.0,NorthAm,Seattle,5.0
45550000.0,NorthAm,Milpitas,4.0
30000000.0,NorthAm,San Jose,1.0
29638309.0,NorthAm,Redwood City,5.0
1483129.0,NorthAm,Stamford,3.0
1000000.0,NorthAm,Sunnyvale,1.0
14000000.0,NorthAm,Sunnyvale,1.0
105000.0,NorthAm,Los Angeles,1.0
40269828.0,EU,London,1.0
2000000.0,NorthAm,Ansonia,1.0
64512.0,SouthAm,Santiago,2.0
10000.0,NorthAm,North Hampton,1.0
40000.0,NorthAm,Washington,1.0
2250000.0,NorthAm,Hopkins,1.0
3915350.0,NorthAm,Santa Monica,5.0
34898793.0,EU,London,1.0
58900000.0,NorthAm,Chicago,7.0
65982896.0,NorthAm,Pasadena,3.0
3000000.0,NorthAm,Charlotte,1.0
15800000.0,NorthAm,Acton,2.0
6750000.0,NorthAm,Mount Kisco,1.0
8870000.0,NorthAm,Santa Monica,1.0
25000000.0,NorthAm,Pleasanton,2.0
30400002.0,Other,Vienna,3.0
49000000.0,NorthAm,Cary,3.0
28000000.0,NorthAm,Watertown,5.0
63388808.0,NorthAm,Watertown,10.0
53999998.0,NorthAm,Redwood City,3.0
40000.0,SouthAm,Santiago,1.0
56240000.0,NorthAm,Emeryville,4.0
2500000.0,NorthAm,Austin,2.0
589000.0,AS,Singapore,1.0
3239000.0,EU,Regensburg,2.0
100.0,NorthAm,Temple Hills,1.0
281000.0,NorthAm,San Jose,2.0
40000.0,NorthAm,Seattle,1.0
50880053.0,NorthAm,New York,6.0
551179.800362676,EU,Paris,1.0
150000.0,AS,Southbank,1.0
10000.0,EU,Milton Keynes,1.0
50000.0,NorthAm,Boston,1.0
