funding_total_usd,country_code,city,funding_rounds
27000000.0,NorthAm,South San Francisco,1.0
100000.0,NorthAm,Pittsburgh,1.0
50000.0,EU,Wellington,1.0
5500000.0,NorthAm,Austin,1.0
3605000.0,AS,Xianyang,1.0
30000000.0,NorthAm,St Louis,1.0
8320000.0,NorthAm,Indianapolis,2.0
10099999.0,NorthAm,Durham,2.0
3900000.0,NorthAm,San Diego,2.0
1400000.0,NorthAm,Laval,1.0
1870081.0,EU,Hørsholm,1.0
3978000.0,NorthAm,Madison,4.0
423000.0,AS,Notting Hill,1.0
175000.0,NorthAm,Dallas,1.0
3000000.0,NorthAm,Quincy,2.0
608000.0,EU,Eßlingen,1.0
5088130.0,NorthAm,Eagan,2.0
1650000.0,NorthAm,Chappaqua,3.0
151808176.0,Other,Finans,3.0
63630000.0,NorthAm,Alameda,7.0
4195000.0,NorthAm,San Diego,2.0
5193705.0,NorthAm,San Mateo,2.0
5000000.0,NorthAm,Fort Lauderdale,1.0
2015106.0,EU,London,2.0
24213329.0,NorthAm,Woburn,2.0
106879.168331517,Other,Sofia,3.0
35000.0,AS,New Delhi,2.0
10870000.0,NorthAm,San Diego,1.0
12400000.0,NorthAm,San Ramon,1.0
12000000.0,NorthAm,Durham,1.0
7000000.0,NorthAm,Tampa,1.0
133314585.0,EU,Oxton,4.0
350000.0,NorthAm,Tucson,2.0
6700000.0,NorthAm,Tucson,1.0
6513865.0,NorthAm,Cumberland,1.0
13949454.0,NorthAm,Chicago,2.0
2999999.0,NorthAm,Cincinnati,1.0
1100000.0,NorthAm,Wayne,2.0
302568.0,NorthAm,Hercules,1.0
3345160.0,EU,Marche-en-famenne,1.0
1933105.0,EU,Manchester,1.0
9300000.0,NorthAm,Pittsburg,4.0
73000000.0,NorthAm,Brisbane,4.0
160000.0,SouthAm,São Paulo,1.0
2000000.0,NorthAm,New York,1.0
225000.0,NorthAm,Newbury,1.0
71900000.0,NorthAm,New York,3.0
1268376.0,NorthAm,Newport Beach,2.0
74426.0,EU,Hook,1.0
2400000.0,NorthAm,New York,1.0
1000000.0,NorthAm,Boulder,2.0
4000000.0,NorthAm,Urbandale,1.0
2100000.0,NorthAm,Andover,1.0
30000.0,NorthAm,Chicago,1.0
1272199.0,NorthAm,San Francisco,3.0
264102.0,AS,Seoul,1.0
349843.0,EU,Paris,1.0
350000.0,NorthAm,Menlo Park,1.0
320000.0,AS,Mumbai,2.0
28000000.0,NorthAm,Quebeck,1.0
129000000.0,NorthAm,San Francisco,3.0
100000.0,NorthAm,Toronto,1.0
7528000.0,NorthAm,Miami,3.0
9019109.0,NorthAm,Mckinney,8.0
1235000.0,NorthAm,Boston,3.0
635000.0,NorthAm,Grand Rapids,1.0
5000000.0,NorthAm,Toronto,1.0
1971253.0,NorthAm,Gainesville,3.0
3200000.0,NorthAm,Los Angeles,1.0
25700000.0,NorthAm,Burnaby,3.0
177683533.0,NorthAm,Waltham,9.0
11000000.0,NorthAm,Ottawa,3.0
3920000.0,Other,Tunis,1.0
2000000.0,Other,Istanbul,1.0
15000000.0,NorthAm,Austin,1.0
1000000.0,NorthAm,Lake Oswego,1.0
5250000.0,NorthAm,Pittsburgh,2.0
44700000.0,AS,Beijing,5.0
264993.0,AS,Seoul,1.0
1916040.0,AS,Tokyo,2.0
3000000.0,EU,Helsinki,3.0
941049.0,EU,Berlin,2.0
4788800.0,EU,Helsinki,1.0
20265.0,SouthAm,Rio De Janeiro,1.0
20825000.0,NorthAm,San Mateo,5.0
20000.0,NorthAm,San Francisco,1.0
175000.0,NorthAm,Lewes,1.0
50000.0,Other,Jakarta,1.0
60000.0,NorthAm,Stamford,1.0
2300000.0,NorthAm,Arlington,1.0
7000000.0,Other,Bucharest,1.0
209999.0,NorthAm,Palo Alto,1.0
500000.0,AS,Gurgaon,2.0
800000.0,NorthAm,New York,1.0
2000000.0,EU,Amsterdam,1.0
30000.0,Other,Harare,1.0
1370000.0,NorthAm,San Francisco,1.0
21000000.0,NorthAm,Palo Alto,4.0
60000000.0,NorthAm,San Francisco,3.0
35000000.0,NorthAm,Campbell,2.0
12000000.0,NorthAm,San Francisco,2.0
31711985.0,NorthAm,Toronto,5.0
2500000.0,NorthAm,Burlingame,1.0
25000.0,NorthAm,Berkeley,3.0
2000000.0,NorthAm,Kitchener,1.0
1500000.0,NorthAm,New York,1.0
8900000.0,NorthAm,Santa Monica,2.0
130000.0,NorthAm,Carlisle,1.0
910000.0,NorthAm,Vancouver,2.0
31400000.0,NorthAm,New York,6.0
365000.0,NorthAm,Sunnyvale,1.0
50000.0,NorthAm,Des Moines,1.0
31400000.0,NorthAm,Fremont,2.0
14500000.0,NorthAm,San Francisco,2.0
30000.0,SouthAm,Santiago,1.0
1921592.0,NorthAm,Wilmington,5.0
13300000.0,NorthAm,Mountain View,2.0
32510000.0,NorthAm,Atlanta,3.0
1700000.0,Other,Nairobi,2.0
1931647.0,EU,London,2.0
9852473.0,NorthAm,San Francisco,1.0
1165824.0,NorthAm,Alameda,1.0
40000.0,SouthAm,Santiago,1.0
420000.0,NorthAm,Boulder,2.0
48035000.0,NorthAm,Cambridge,3.0
41250.0,AS,Hong Kong,1.0
110000.0,NorthAm,Torrance,1.0
10000000.0,EU,Aldermaston,1.0
665000.0,NorthAm,Palo Alto,1.0
11000000.0,NorthAm,Toronto,2.0
1500000.0,Other,Hastings,1.0
35750000.0,NorthAm,San Francisco,3.0
4900000.0,NorthAm,Venice,4.0
4750000.0,NorthAm,Irvine,2.0
750000.0,NorthAm,Sunnyvale,2.0
27550000.0,NorthAm,Lowell,4.0
22500000.0,NorthAm,Tenafly,2.0
4800000.0,AS,Singapore,2.0
10000000.0,NorthAm,Mountain View,3.0
6333407.0,NorthAm,Sunnyvale,2.0
180000.0,NorthAm,San Francisco,1.0
2275000.0,NorthAm,Chapel Hill,2.0
250000.0,NorthAm,Brooklyn,1.0
40800000.0,NorthAm,Pleasanton,6.0
1895233.0,EU,Diepenbeek,3.0
687565.0,EU,Hasselt,1.0
1000000.0,NorthAm,Lachine,1.0
45000.0,Other,Buenos Aires,2.0
20000.0,NorthAm,Portland,1.0
25000.0,NorthAm,Houston,1.0
250000000.0,NorthAm,New York,1.0
24300000.0,NorthAm,Redwood City,3.0
8000000.0,NorthAm,San Mateo,1.0
2000000.0,NorthAm,Tucson,1.0
50000000.0,AS,Changzhou,2.0
400000.0,NorthAm,Baltimore,2.0
125000.0,NorthAm,Cleveland,1.0
870000.0,NorthAm,Palo Alto,2.0
365000.0,NorthAm,Nashville,2.0
5100000.0,NorthAm,Wayne,1.0
25000.0,EU,Moscow,1.0
345000.0,NorthAm,Austin,1.0
823712.033567913,AS,Tokyo,1.0
10548000.0,NorthAm,Seattle,4.0
250000.0,NorthAm,San Francisco,1.0
1300000.0,EU,London,2.0
21991.0,NorthAm,Dallas,1.0
28500000.0,NorthAm,San Francisco,4.0
39355.5141010807,NorthAm,Vaughan,1.0
40000.0,EU,London,1.0
3200000.0,NorthAm,Fort Lauderdale,1.0
100000.0,NorthAm,Washington,1.0
250000.0,NorthAm,Cranbury,1.0
2213123.0,AS,Tokyo,1.0
4151470.0,NorthAm,New York,2.0
50000.0,AS,Chennai,1.0
100000.0,NorthAm,San Francisco,1.0
250000.0,NorthAm,Barrington,1.0
700000.0,NorthAm,Bellevue,1.0
4000000.0,Other,Tel Aviv,2.0
10000000.0,EU,London,1.0
660000.0,NorthAm,San Francisco,1.0
53000.0,NorthAm,Santa Barbara,1.0
1700000.0,NorthAm,Lafayette,1.0
2500000.0,Other,Jakarta,1.0
1523000.0,NorthAm,Los Angeles,3.0
5500000.0,NorthAm,Columbus,2.0
355000.0,NorthAm,Brooklyn,1.0
1105000.0,NorthAm,Nashville,1.0
20000000.0,NorthAm,New York,1.0
5000000.0,NorthAm,Foxboro,1.0
3700000.0,EU,Helsinki,2.0
13001842.0,NorthAm,Seattle,4.0
180000.0,NorthAm,Omaha,3.0
336521944.313355,EU,Paris,3.0
200000.0,EU,Saint Petersburg,1.0
50000.0,NorthAm,Chicago,1.0
576000.0,NorthAm,Charlotte,1.0
75318.0,AS,Dongan,2.0
40000000.0,NorthAm,Denver,1.0
75500000.0,NorthAm,Burlington,8.0
10000.0,NorthAm,Palm Harbor,1.0
8000000.0,NorthAm,Tewksbury,1.0
168000.0,NorthAm,Tyngsboro,1.0
40000.0,AS,New Delhi,1.0
9500000.0,NorthAm,San Francisco,2.0
100000000.0,NorthAm,New York,1.0
5000.0,NorthAm,Gresham,1.0
20265.0,AS,Shanghai,1.0
10500000.0,NorthAm,Halifax,1.0
28200000.0,NorthAm,Austin,3.0
150000000.0,NorthAm,Calgary,1.0
360000.0,NorthAm,Quebec,1.0
2700000.0,NorthAm,New York,9.0
59763076.0,NorthAm,San Jose,5.0
19889.0,AS,Guwahati,1.0
6246474.0,EU,London,2.0
1000000000.0,NorthAm,Waterloo,1.0
100.0,NorthAm,Boise,1.0
66999515.0,NorthAm,Washington,2.0
1250000.0,NorthAm,Cincinnati,1.0
22000000.0,NorthAm,Lethbridge,1.0
40000.0,NorthAm,Cambridge,1.0
2500000.0,NorthAm,Missoula,1.0
1270324.0,EU,Edinburgh,1.0
3500000.0,AS,Western Junction,1.0
3135000.0,NorthAm,West Palm Beach,2.0
15614000.0,NorthAm,Cranbury,3.0
220000000.0,NorthAm,Woodland Hills,1.0
2500000.0,NorthAm,Austin,2.0
2623007.0,NorthAm,Calgary,3.0
5465777.0,EU,Northampton,1.0
2700000.0,Other,Jakarta,2.0
12600000.0,NorthAm,Worcester,1.0
200000.0,NorthAm,Bend,1.0
13500150.0,NorthAm,Edison,2.0
300000.0,NorthAm,Ottawa,1.0
8406249.0,EU,Copenhagen,3.0
400000.0,NorthAm,Jackson,2.0
5926462.0,NorthAm,Bellevue,2.0
10000000.0,NorthAm,Santa Clara,1.0
17000000.0,NorthAm,Houston,2.0
725301.0,EU,London,1.0
10000000.0,NorthAm,New York,1.0
205510.0,EU,London,1.0
1100000.0,NorthAm,Wellesley,1.0
250000.0,NorthAm,New York,1.0
1611610.0,EU,Dublin,1.0
250000.0,NorthAm,Washington,1.0
128865.0,AS,Chengdu,1.0
100000.0,NorthAm,Houston,1.0
500000.0,EU,London,2.0
32936998.0,NorthAm,Seattle,5.0
7500000.0,NorthAm,Venice,2.0
10000000.0,NorthAm,Sunnyvale,1.0
1000000.0,NorthAm,Ottawa,1.0
200000.0,NorthAm,Ann Arbor,2.0
7700000.0,NorthAm,Mountain View,2.0
51275260.0,NorthAm,San Mateo,7.0
3510000.0,NorthAm,San Diego,1.0
118000.0,NorthAm,Austin,1.0
40500000.0,NorthAm,San Francisco,5.0
1000000.0,NorthAm,Stamford,1.0
100000.0,EU,London,1.0
60200000.0,NorthAm,Redwood Shores,9.0
9000000.0,NorthAm,San Francisco,3.0
45801164.0,NorthAm,Watertown,4.0
210000.0,Other,Buenos Aires,1.0
5000000.0,Other,Ramat Gan,1.0
3000000.0,NorthAm,New York,1.0
25000.0,NorthAm,Pittsburgh,1.0
100000.0,Other,Reykjavík,1.0
3800000.0,EU,Utrecht,1.0
25000.0,NorthAm,San Francisco,1.0
1500000.0,NorthAm,Santa Monica,1.0
10000.0,Other,Tel Aviv-yafo,1.0
97500.0,NorthAm,Seminole,1.0
2100000.0,EU,London,2.0
28000000.0,NorthAm,Palo Alto,2.0
1025000.0,NorthAm,New York,2.0
20000000.0,AS,China,1.0
5800000.0,NorthAm,Boston,1.0
30000000.0,EU,Camberley,1.0
30000000.0,EU,Hayes,1.0
4400000.0,EU,Madrid,1.0
50000.0,SouthAm,Recife,1.0
4130904.0,NorthAm,Corte Madera,1.0
2370027.0,NorthAm,San Rafael,3.0
6000000.0,EU,Oxford,2.0
553000.0,NorthAm,New York,2.0
500000.0,NorthAm,New York,1.0
900000.0,NorthAm,Chicago,1.0
25000.0,NorthAm,Brooklyn,1.0
100000.0,NorthAm,New York,1.0
1000000.0,EU,Zürich,1.0
100000.0,NorthAm,Mountain View,1.0
6600000.0,NorthAm,Atlanta,5.0
45290624.0,NorthAm,Ottawa,6.0
27300000.0,NorthAm,New York,7.0
12931217.0,NorthAm,Palo Alto,2.0
45000000.0,NorthAm,New York,2.0
12931223.0,NorthAm,San Francisco,2.0
300000.0,Other,Bangkok,1.0
2341414.0,EU,London,2.0
1249999.0,NorthAm,Baltimore,1.0
500000.0,NorthAm,Waltham,1.0
5575000.0,NorthAm,Chicago,3.0
500000.0,NorthAm,Kitchener,1.0
125000.0,NorthAm,Portland,1.0
360000.0,NorthAm,Las Vegas,2.0
40000.0,NorthAm,Key Biscayne,1.0
300000.0,NorthAm,Glendale,1.0
29750000.0,NorthAm,Manchester,1.0
8250000.0,NorthAm,San Francisco,3.0
9378646.0,NorthAm,Irvine,3.0
1000000.0,NorthAm,Boston,1.0
500000.0,NorthAm,Santa Monica,1.0
1000000.0,NorthAm,San Francisco,1.0
3500000.0,NorthAm,Redwood City,2.0
360000.0,EU,London,2.0
2025000.0,NorthAm,Palo Alto,2.0
3520000.0,NorthAm,San Francisco,2.0
21000000.0,NorthAm,Montréal,1.0
118000.0,EU,London,1.0
669209.0,NorthAm,Amsterdam,1.0
53098.7855342482,EU,London,2.0
25000.0,NorthAm,New York,1.0
100000.0,NorthAm,Burlington,1.0
6536608.0,NorthAm,New York,3.0
8340000.0,AS,Hangzhou,3.0
8200000.0,NorthAm,Boulder,2.0
20000.0,Other,Jerusalem,1.0
125000.0,Other,Herzliya,1.0
15500000.0,NorthAm,Belmont,3.0
20000.0,NorthAm,Scottsdale,1.0
11065763.0704721,EU,Stockholm,5.0
75000.0,SouthAm,Rio De Janeiro,1.0
3000000.0,Other,Ramat Gan,1.0
70000.0,Other,Iasi,1.0
600000.0,NorthAm,New York,1.0
12500.0,NorthAm,Atlanta,1.0
1573650.0,EU,Milan,1.0
10000000.0,NorthAm,El Dorado Hills,1.0
50000.0,SouthAm,João Pessoa,1.0
2375000.0,NorthAm,Seattle,1.0
50000.0,NorthAm,Memphis,1.0
20000.0,Other,Monterrey,1.0
4770000.0,NorthAm,San Francisco,4.0
3000000.0,NorthAm,Durham,1.0
158865.0,EU,Newcastle Upon Tyne,2.0
5000000.0,NorthAm,Minneapolis,2.0
1000000.0,NorthAm,Boston,1.0
5400000.0,NorthAm,Omaha,1.0
1110000000.0,NorthAm,Sunnyvale,6.0
3878283.0,EU,London,1.0
85000000.0,AS,Shangdong,1.0
12200000.0,NorthAm,Palo Alto,3.0
930000.0,NorthAm,Indianapolis,1.0
20000000.0,NorthAm,Austin,3.0
200000.0,NorthAm,Los Angeles,1.0
7150000.0,NorthAm,Los Angeles,2.0
3935960.0,EU,Amsterdam,1.0
41000000.0,NorthAm,Mountain View,3.0
51050000.0,NorthAm,San Francisco,4.0
7600000.0,NorthAm,San Francisco,2.0
4000000.0,NorthAm,Leawood,1.0
40000.0,NorthAm,San Francisco,1.0
500000.0,EU,London,1.0
769035.0,EU,London,2.0
34392386.0,AS,Shenzhen,3.0
975000.0,NorthAm,Dallas,2.0
374000.0,NorthAm,Birmingham,1.0
50000000.0,NorthAm,Sausalito,1.0
7070000.0,NorthAm,Salt Lake City,5.0
250000.0,Other,Warsaw,1.0
197500000.0,NorthAm,Vallejo,5.0
3030502.0,EU,Bristol,1.0
40000.0,SouthAm,Santiago,1.0
165000.0,NorthAm,Gainesville,1.0
1250000.0,NorthAm,San Francisco,2.0
100000.0,AS,Mumbai,2.0
1000000.0,NorthAm,New York,1.0
968755.0,EU,Helsinki,6.0
65500000.0,NorthAm,Toronto,3.0
193000000.0,NorthAm,New York,4.0
63906.0,EU,Brentford,1.0
100000.0,NorthAm,Excelsior,1.0
41431808.0,NorthAm,Pittsburgh,2.0
115700000.0,NorthAm,Oakland,3.0
26600000.0,NorthAm,Seattle,6.0
8217.0,AS,Jaipur,1.0
658543.0,NorthAm,Ann Arbor,2.0
160056.0,EU,Geneva,2.0
125000.0,EU,London,1.0
1310000.0,NorthAm,San Francisco,1.0
8925000.0,NorthAm,Dallas,9.0
1799683.0,NorthAm,Cincinnati,1.0
13500000.0,NorthAm,Marlborough,5.0
98262.0,EU,London,1.0
23692500.0,NorthAm,Mountain View,2.0
372568.0,EU,London,1.0
10000000.0,NorthAm,Henderson,1.0
28040440.0,EU,Oxford,1.0
5170000.0,NorthAm,San Bruno,1.0
6000000.0,NorthAm,New York,1.0
10235710.0,AS,Beijing,2.0
56000.0,Other,Nicosia,2.0
1249990.0,NorthAm,Akron,2.0
178559.0,EU,Saint-prix,1.0
180000.0,NorthAm,Houston,2.0
37397237.0,NorthAm,Chicago,2.0
3680000.0,NorthAm,Bothell,1.0
4118093.0,NorthAm,Commerce,2.0
55000000.0,SouthAm,São Paulo,1.0
175000000.0,NorthAm,Mountain View,5.0
27000.0,NorthAm,Metairie,1.0
13400000.0,NorthAm,Cupertino,1.0
2000000.0,NorthAm,Los Angeles,1.0
8605192.0,NorthAm,Honolulu,4.0
300000.0,NorthAm,Atlanta,1.0
4527125.0,NorthAm,Seattle,2.0
5850000.0,NorthAm,Grand Rapids,2.0
400000.0,AS,Seoul,1.0
49000000.0,NorthAm,Seattle,2.0
200000000.0,NorthAm,Kent,1.0
25000.0,NorthAm,San Francisco,1.0
20000.0,NorthAm,Honolulu,1.0
25732374.0,NorthAm,Indianapolis,4.0
19200000.0,NorthAm,Sunnyvale,1.0
6000000.0,NorthAm,Marietta,1.0
450000.0,NorthAm,Brooklyn,1.0
16680511.0,NorthAm,Chantilly,3.0
13345000.0,NorthAm,Sunnyvale,3.0
701204.0,EU,London,3.0
3000000.0,NorthAm,Seattle,1.0
20000.0,NorthAm,Cincinnati,1.0
9100000.0,NorthAm,San Francisco,1.0
1000000.0,NorthAm,Newport,1.0
50000.0,NorthAm,San Francisco,1.0
24306925.0,NorthAm,Westlake,5.0
27000000.0,NorthAm,Charlotte,1.0
6975000.0,NorthAm,Boulder,2.0
4000000.0,NorthAm,Washington,2.0
1000000.0,NorthAm,San Francisco,1.0
2121750.0,NorthAm,Mechanicsville,4.0
4000000.0,NorthAm,Mountain View,1.0
250000.0,NorthAm,Harrisonburg,1.0
808825.0,NorthAm,Hayden,2.0
50000.0,NorthAm,Austin,1.0
75000000.0,EU,Karlsruhe,1.0
4826548.16001258,EU,Louth,1.0
221000000.0,NorthAm,San Jose,7.0
81000000.0,NorthAm,Albertville,1.0
200000.0,NorthAm,Austin,1.0
600000.0,NorthAm,Vancouver,1.0
6124490.0,EU,Newcastle Upon Tyne,1.0
150500000.0,NorthAm,Cambridge,6.0
2075000.0,NorthAm,San Francisco,2.0
200000.0,NorthAm,New York,1.0
27500000.0,NorthAm,San Francisco,2.0
11500000.0,EU,Cona,2.0
4750000.0,NorthAm,Fishers,4.0
27800000.0,NorthAm,Toronto,2.0
51745818.0,NorthAm,Irvine,8.0
4667517.0,NorthAm,San Francisco,1.0
8900000.0,NorthAm,Boston,4.0
39000000.0,NorthAm,Mountain View,3.0
2500000.0,NorthAm,Toronto,1.0
2784223.0,AS,Melbourne,6.0
2727683.0,NorthAm,San Francisco,4.0
20350000.0,NorthAm,Cambridge,4.0
16000000.0,NorthAm,Baltimore,2.0
24600000.0,NorthAm,New York,4.0
1070000.0,AS,New Delhi,5.0
19500000.0,NorthAm,Ann Arbor,1.0
4500000.0,NorthAm,Lexington,1.0
15492311.0,EU,London,3.0
50100000.0,NorthAm,Cupertino,4.0
37500000.0,NorthAm,Miami,2.0
12300000.0,EU,Paris,2.0
5410000.0,EU,Paris,1.0
854634.0,EU,Barcelona,2.0
82629.6045347127,EU,London,1.0
3800000.0,NorthAm,New York,1.0
11500000.0,NorthAm,San Jose,1.0
3216500.0,EU,Barcelona,1.0
6116923.0,NorthAm,Indianapolis,2.0
1000.0,NorthAm,Ottawa,1.0
850000.0,NorthAm,New York,3.0
4000000.0,NorthAm,Somerset,1.0
10000000.0,NorthAm,San Francisco,2.0
23400000.0,NorthAm,Tewksbury,2.0
36499999.0,NorthAm,Burlingame,3.0
1024999.0,NorthAm,Annapolis,1.0
420000.0,NorthAm,Brandon,1.0
4161954.0,NorthAm,Cary,1.0
1700000.0,NorthAm,Palo Alto,1.0
3900000.0,EU,Helsinki,1.0
1000000.0,NorthAm,Palo Alto,2.0
115000000.0,NorthAm,Cambridge,3.0
53200000.0,NorthAm,Toronto,3.0
6000000.0,NorthAm,San Mateo,1.0
70.0,Other,Mexico City,1.0
6795693.0,NorthAm,Charlotte,2.0
20300000.0,NorthAm,San Mateo,3.0
56900.0,EU,London,1.0
550000.0,NorthAm,Draper,2.0
450000.0,NorthAm,Palo Alto,3.0
100001.0,NorthAm,San Diego,1.0
2579996.0,NorthAm,San Francisco,1.0
14000000.0,NorthAm,Andover,2.0
810503.0,AS,Hangzhou,1.0
13500000.0,NorthAm,San Francisco,3.0
183000000.0,NorthAm,Waltham,3.0
37028546.0,NorthAm,Burlington,4.0
13250000.0,NorthAm,Waltham,5.0
10000000.0,NorthAm,San Francisco,1.0
30040690.0,NorthAm,Campbell,5.0
3164047.0,NorthAm,Eden Prairie,3.0
30800000.0,AS,Bangalore,3.0
1700000.0,NorthAm,St Louis,1.0
6000000.0,NorthAm,Dallas,1.0
39000000.0,NorthAm,Montréal,4.0
13525000.0,NorthAm,Morrisville,3.0
800000.0,NorthAm,Palo Alto,1.0
11399994.0,NorthAm,Redwood City,3.0
33500000.0,NorthAm,Portland,2.0
2600477.0,EU,Luzern,2.0
900727.0,EU,Göteborg,1.0
352370.75040875,AS,Melbourne,2.0
1530000.0,NorthAm,Cambridge,1.0
50000.0,NorthAm,San Francisco,1.0
215931.0,NorthAm,Seattle,1.0
24000000.0,NorthAm,Palo Alto,5.0
409975.0,NorthAm,Henderson,1.0
35765086.0,EU,London,1.0
100000000.0,NorthAm,Houston,1.0
1600000.0,NorthAm,Beverly Hills,1.0
3200000.0,NorthAm,Freedom,2.0
71798.0,NorthAm,Apollo,1.0
2000000.0,EU,Exeter,1.0
24050000.0,NorthAm,San Francisco,6.0
2370000.0,NorthAm,Los Angeles,1.0
482168.596438771,EU,London,1.0
100000.0,NorthAm,Orlando,1.0
59000.0,NorthAm,Austin,2.0
65000.0,EU,Glasgow,1.0
1500000.0,NorthAm,Plano,2.0
3272210.0,EU,London,1.0
12600000.0,NorthAm,San Francisco,1.0
107764700.0,EU,Helsinki,4.0
50000.0,NorthAm,New York,1.0
750000000.0,NorthAm,Houston,1.0
3600000.0,NorthAm,Miami,1.0
6000000.0,NorthAm,Livermore,1.0
1500000.0,NorthAm,New York,1.0
6350000.0,NorthAm,Plymouth Meeting,1.0
62700000.0,EU,Hückelhoven,1.0
874687.0,NorthAm,Dover,3.0
240000.0,NorthAm,New York,4.0
16000000.0,NorthAm,Boxborough,1.0
1247816.0,EU,Dublin,1.0
650000.0,NorthAm,New York,1.0
5000000.0,NorthAm,San Francisco,1.0
2000000.0,SouthAm,São Paulo,2.0
166455.0,EU,London,1.0
525000.0,NorthAm,Pittsburgh,4.0
542552.277250502,NorthAm,Dana Point,3.0
100000.0,NorthAm,El Dorado Hills,1.0
40000.0,SouthAm,Santiago,1.0
3050000.0,NorthAm,Boston,2.0
5500000.0,NorthAm,Menlo Park,1.0
1600000.0,NorthAm,New York,3.0
450000.0,NorthAm,New York,2.0
500000.0,NorthAm,Palo Alto,4.0
25000.0,NorthAm,Washington,1.0
4460000.0,NorthAm,San Francisco,6.0
182741.0,EU,London,2.0
500000.0,EU,Billancourt,1.0
2843769.0,NorthAm,Philadelphia,1.0
32000000.0,EU,Fareham,3.0
1900000.0,NorthAm,Miami,2.0
250000.0,NorthAm,Miami,1.0
250000.0,NorthAm,Fort Lauderdale,1.0
1400000.0,NorthAm,Seattle,1.0
1000000.0,EU,Brussels,1.0
13500000.0,NorthAm,Kirkland,2.0
5000.0,NorthAm,Detroit,1.0
7330000.0,AS,Shanghai,2.0
381680.0,Other,Bogotá,1.0
50000.0,Other,Colombia,1.0
3400000.0,NorthAm,Denver,2.0
80000.0,NorthAm,Los Angeles,1.0
18000016.0,NorthAm,Jacksonville,1.0
1292500.0,NorthAm,Boca Raton,1.0
14299999.0,NorthAm,New York,3.0
20000000.0,NorthAm,Beverly Hills,1.0
50000.0,NorthAm,New York,2.0
27800000.0,NorthAm,Pittsburgh,6.0
120000.0,NorthAm,San Francisco,1.0
11250000.0,NorthAm,Chicago,3.0
60000.0,NorthAm,Grand Rapids,1.0
279233.0,NorthAm,Atlanta,3.0
150000.0,AS,Vadodara,1.0
125000000.0,NorthAm,Los Angeles,3.0
13840000.0,AS,Beijing,4.0
73000000.0,NorthAm,San Francisco,5.0
739000.0,NorthAm,Cleveland,3.0
52056.0,Other,Tartu,1.0
500000.0,NorthAm,Colorado Springs,1.0
7646324.0,NorthAm,Seattle,2.0
999013.886462735,EU,London,2.0
1040497.0,EU,Zürich,2.0
516267.0,EU,Bilbao,2.0
500000.0,NorthAm,Chatham,1.0
3072999.0,NorthAm,Scottsdale,1.0
35059.0,AS,Dongan,1.0
30000000.0,AS,China,1.0
10000000.0,NorthAm,Boston,2.0
1515251.0,EU,London,1.0
2414.0,Other,Phla,1.0
750000.0,NorthAm,New York,1.0
2325000.0,NorthAm,Chicago,2.0
16000.0,NorthAm,Boston,1.0
3900000.0,NorthAm,Boston,1.0
29786274.0,NorthAm,New York,3.0
39999999.0,NorthAm,Emeryville,2.0
500000.0,NorthAm,Colorado Springs,1.0
20813.0,EU,Amsterdam,1.0
730000.0,NorthAm,New York,5.0
1486000.0,NorthAm,Whitewater,1.0
2656672.85376256,NorthAm,Germany,1.0
11000000.0,NorthAm,Ridgeland,3.0
2200000.0,NorthAm,New York,1.0
333333.0,SouthAm,Campinas,1.0
3500.0,NorthAm,Aventura,1.0
1963650.0,EU,Paris,1.0
950000.0,NorthAm,Rochester,3.0
3500000.0,EU,Berlin,1.0
75000.0,NorthAm,Nanaimo,1.0
1000000.0,NorthAm,Seattle,1.0
3445440.0,EU,Berlin,3.0
3481173.0,EU,Munich,5.0
1000000.0,NorthAm,New York,1.0
112200000.0,NorthAm,New York,4.0
459638.0,NorthAm,Spokane,1.0
16249.0,Other,Herzliyya,1.0
7012586.0,Other,Tallinn,4.0
23100000.0,NorthAm,New York,2.0
754466.0,NorthAm,Brooklyn,2.0
2000000.0,NorthAm,Edison,1.0
215000.0,NorthAm,Dallas,1.0
10351880.0,EU,Gosselies,1.0
64074933.0,EU,Lund,5.0
2350000.0,NorthAm,San Francisco,2.0
500000.0,NorthAm,Santa Monica,2.0
2980000.0,NorthAm,St Louis,4.0
5257545.0,NorthAm,Port Saint Lucie,2.0
1000000.0,NorthAm,Chicago,1.0
67500000.0,EU,Berlin,1.0
7000000.0,Other,Taipei,2.0
27000000.0,EU,Grenoble,3.0
1756376.0,EU,Paris,1.0
127649865.0,NorthAm,New York,7.0
10000000.0,NorthAm,Scottsdale,1.0
2520000.0,NorthAm,Berkeley,3.0
50000.0,EU,Berlin,1.0
40000.0,NorthAm,Dallas,1.0
2000000.0,NorthAm,Brooklyn,2.0
3104702.0,EU,Helsinki,4.0
40000.0,SouthAm,São Paulo,1.0
150000.0,NorthAm,Hood River,1.0
300000.0,SouthAm,São Paulo,2.0
5000000.0,EU,Berlin,2.0
1000000.0,NorthAm,Sandy,1.0
2000000.0,NorthAm,Boston,1.0
18000.0,NorthAm,New York,1.0
2256114.0,EU,Brussels,1.0
500000.0,NorthAm,Indianapolis,2.0
569000.0,NorthAm,New York,4.0
10000.0,NorthAm,Chico,1.0
76605.0,EU,Bristol,1.0
40000.0,NorthAm,Minneapolis,1.0
10800000.0,NorthAm,Cambridge,2.0
2133000.0,EU,Paris,1.0
77000000.0,NorthAm,New York,3.0
1500000.0,NorthAm,San Francisco,3.0
637500.0,NorthAm,Miami,2.0
